,0,1,2,3,4,5,6
CIBUS.ST,-0.47763222,-0.19542368,-0.2460034,-0.24214205,-0.22729273,-0.35176924,-0.46773267
COIC.ST,-1.1891994,-0.94951063,-0.9971368,-0.93513274,-0.9210319,-0.98058623,-1.0631139
CORE-B.ST,-4.870356,-4.846065,-4.757151,-4.8801737,-4.72137,-4.9268794,-5.040687
CTT.ST,-3.2845283,-3.1759415,-3.1390781,-3.1920645,-3.088762,-3.2391229,-3.341273
DIGN.ST,1.1508623,1.219501,1.2055866,1.4051974,1.4514016,1.5487645,1.5529087
ELOS-B.ST,0.7534906,0.9140183,0.9282973,0.88513744,0.9684369,0.8156175,0.7039982
ENDO.ST,21.858112,11.077439,13.917838,18.720894,21.958029,28.060339,31.754032
EOS.ST,1.7121645,0.976853,1.2356763,1.6292742,1.9524643,2.353981,2.5884223
EPI-A.ST,-0.7048033,-0.3859565,-0.46628743,-0.40899664,-0.42683375,-0.50426775,-0.605468
EPI-B.ST,0.4365035,0.7578118,0.6776851,0.7330996,0.7163529,0.635668,0.5324823
EQT.ST,1.9084538,2.1731215,2.1376579,2.1231904,2.1549308,2.014027,1.8934014
ERIC-A.ST,26.011633,22.544395,23.54975,25.082287,26.242235,28.113482,29.260075
FIRE.ST,-2.5897532,-2.3414986,-2.3800437,-2.3702672,-2.3454318,-2.4565234,-2.5614622
FLEXM.ST,3.6482391,3.490245,3.6388433,3.595722,3.81836,3.71065,3.659405
FLEXQ.ST,5.4534345,5.59355,5.511835,5.858976,5.8335867,6.060189,6.1071286
G5EN.ST,2.7552047,1.9402735,2.1715674,2.7830107,3.0725036,3.6964004,4.0325146
GENO.ST,0.038702954,-0.09678001,0.0443408,-0.018872939,0.19524677,0.06689843,0.004601461
GIGSEK.ST,34.242104,31.67384,32.411526,33.72876,34.57528,36.10467,37.01636
GREAT.ST,-3.3298743,-3.103979,-3.1214776,-3.1551638,-3.1080196,-3.2572758,-3.374697
GREEN.ST,-1.8357284,-1.6254662,-1.6504716,-1.632034,-1.5928842,-1.6907747,-1.7855256
HANZA.ST,-2.0414186,-1.8637669,-1.8815144,-1.8368169,-1.7920268,-1.8584714,-1.9353868
HEIM-PREF.ST,-0.66224116,-0.35626486,-0.42321253,-0.39761567,-0.400119,-0.5070937,-0.61913407
HIQ.ST,-0.07924791,-0.22555164,-0.14730382,0.020830551,0.16532117,0.26165435,0.29227585
HUFV-A.ST,-0.41865265,-0.15293603,-0.19572286,-0.19261578,-0.17023528,-0.2925173,-0.40511853
IAR-B.ST,0.5250439,0.6468834,0.63626266,0.74712694,0.79823864,0.80265075,0.76203144
IMMU.ST,0.07173752,-0.51797664,-0.32299444,0.07987384,0.33628842,0.72634923,0.937186
INISS-B.ST,-1.3283817,-1.5395728,-1.3208756,-1.556971,-1.2579063,-1.5426824,-1.6595558
INZILE.ST,3.3248036,3.5981815,3.5427346,3.5925832,3.6021698,3.521778,3.4248803
IPCO.ST,-0.9502934,-0.880268,-0.8739511,-0.7503349,-0.68312514,-0.6572783,-0.6818271
IRLAB-A.ST,2.943611,2.6736085,2.7550285,3.1020691,3.245649,3.5315871,3.6562874
ITAB-B.ST,-1.8238338,-3.0940695,-2.7022295,-2.0276425,-1.5736598,-0.81990594,-0.37136889
ITECH.ST,-1.6922148,-1.6931452,-1.5873427,-1.7244881,-1.5460708,-1.7640598,-1.8803847
IVSO.ST,-2.6933968,-2.5094166,-2.5099585,-2.539366,-2.474771,-2.6139174,-2.721648
JOMA.ST,-2.0503461,-1.8433932,-1.8558908,-1.8808997,-1.8270727,-1.9671451,-2.0791361
JOSE.ST,-1.7275976,-1.7852513,-1.7483075,-1.5631561,-1.464142,-1.3620253,-1.339586
KAR.ST,-1.4572597,-1.187941,-1.2320951,-1.2336547,-1.2128687,-1.3396944,-1.4545481
KNOW.ST,0.29551348,0.54115504,0.47360462,0.5995211,0.5927023,0.59262,0.53314316
LOG.ST,-0.8430867,-0.69087696,-0.6684001,-0.739346,-0.64642155,-0.8250043,-0.9465022
LUMI.ST,1.6630679,2.0453758,1.9141752,2.07149,1.998729,2.0082211,1.9344541
LYKO-A.ST,-0.0034070995,0.2307526,0.21119575,0.17890146,0.22651333,0.07416712,-0.04674049
MCAP.ST,-2.6675184,-2.6199555,-2.5362866,-2.6703398,-2.514976,-2.7366683,-2.8609169
MIDS.ST,2.9890194,2.6932912,2.8861496,2.8842256,3.151042,3.1037958,3.095677
NEXAM.ST,2.436591,1.9013035,2.0276303,2.6024919,2.7847261,3.3317947,3.5995233
OPUS.ST,-0.11553504,0.36215368,0.15425614,0.44579646,0.2878813,0.4164351,0.38020346
ORGC.ST,-0.29024217,0.0026344517,-0.08528596,0.04778148,0.018206682,0.019738063,-0.04450337
OV.ST,17.807764,15.678033,16.256317,17.435661,18.112957,19.460363,20.24188
OVZON.ST,-3.387079,-3.318072,-3.2558866,-3.347819,-3.2160454,-3.399681,-3.511037
PCELL.ST,1.4177209,0.9010574,1.3025987,0.86809146,1.3634295,0.9281876,0.78875995
PFE.ST,0.27505633,0.40438,0.4355451,0.37309176,0.47480544,0.30748343,0.19371922
PLAZ-B.ST,0.6429637,0.8841213,0.85381967,0.8512873,0.88734627,0.7623088,0.6515636
PREV-B.ST,3.807826,3.2102568,3.4273238,3.7609444,4.0462747,4.3662934,4.5471234
PROF-B.ST,2.0874,2.165312,2.1851668,2.2541547,2.3393373,2.307932,2.257705
RAKE.ST,3.7896366,3.2851343,3.5073867,3.7009,3.994191,4.1650524,4.273326
RECI-B.ST,-0.26791218,0.0533518,-0.034651622,0.05333596,0.025786374,-0.021391701,-0.10988624
SAGA-B.ST,0.5527302,0.7283659,0.7389629,0.6880542,0.7672936,0.6052825,0.48813915
SAGA-PREF.ST,-0.87950546,-0.6327828,-0.66445315,-0.6794344,-0.64429575,-0.782035,-0.8989574
SAPIAB.ST,-1.5090733,-1.6749308,-1.4859427,-1.6841261,-1.4166743,-1.671357,-1.7818718
SCA-A.ST,-0.42787564,-0.14180203,-0.19881342,-0.1767507,-0.1691881,-0.2764451,-0.385749
SDIP-PREF.ST,-1.1054261,-0.83685684,-0.8790735,-0.8892677,-0.8652319,-1.0013466,-1.1204563
SHB-A.ST,0.12600315,0.11706006,0.19986288,0.15361466,0.30848014,0.17681806,0.09574888
SHOT.ST,-3.4751306,-3.4900982,-3.392721,-3.4831817,-3.3160474,-3.4850814,-3.5788805
SKF-A.ST,0.4445979,0.55626166,0.57835627,0.5783851,0.6682711,0.5648076,0.48005876
SOLNA.ST,-1.1797963,-0.9330944,-0.96203303,-0.9895247,-0.95098144,-1.101032,-1.2231793
STAR-A.ST,15.622727,12.533166,13.507565,14.630796,15.726429,17.15879,18.096485
STORY-B.ST,-3.5744503,-3.4634447,-3.4278402,-3.4813728,-3.3794098,-3.5305882,-3.6334224
SVOL-A.ST,1.2794693,0.9088078,1.1862234,0.9908871,1.3489068,1.1268595,1.0573332
SWMA.ST,-1.2082527,-0.9186567,-0.97318643,-0.9644599,-0.95499706,-1.0745118,-1.1888404
TEQ.ST,-1.4680736,-1.3003441,-1.3277764,-1.2318063,-1.1983293,-1.2138557,-1.2685264
TOAD.ST,-5.9064703,-5.683413,-5.7053385,-5.728205,-5.6870904,-5.8237386,-5.9352107
VBG-B.ST,-0.6654177,-0.55924994,-0.5210515,-0.5723651,-0.46529976,-0.616664,-0.7200225
VEMF-SDB.ST,-2.510342,-2.302748,-2.3174872,-2.334188,-2.2837303,-2.41492,-2.5229704
VIT-B.ST,-0.8033459,-0.6824139,-0.6420032,-0.7223196,-0.6123721,-0.79375917,-0.9112956
VNV-SDB.ST,-1.5750005,-1.4110339,-1.3988566,-1.4453626,-1.3656547,-1.5202286,-1.6323897
VOLV-A.ST,-1.6288776,-1.4607925,-1.4537443,-1.4893134,-1.4150013,-1.5597959,-1.6685892
WIHL.ST,-0.15574077,0.04680282,0.041378107,0.006500956,0.06829058,-0.08144125,-0.19687288
XANO-B.ST,2.9669313,3.0499866,3.0878356,3.0826728,3.190016,3.084136,3.0018227
24STOR.ST,-0.79520816,-0.5743354,-0.60606736,-0.6010555,-0.5663075,-0.6810669,-0.7858621
AAC.ST,2.140228,2.114219,2.1199455,2.383967,2.4502213,2.6218286,2.6681767
AAK.ST,0.31879807,0.6681719,0.5693478,0.65334535,0.61572677,0.55946094,0.46304414
AEC.ST,0.13714133,0.16030101,0.24292353,0.15728255,0.31160492,0.13842848,0.036843132
ALIG.ST,-1.3088062,-1.1217513,-1.1397115,-1.1075885,-1.061949,-1.1429158,-1.2273879
AMAST-PREF.ST,-1.136468,-0.85758215,-0.9061833,-0.9097794,-0.8923553,-1.0237616,-1.142397
ARION-SDB.ST,-1.5056294,-1.1543913,-1.2685509,-1.1322986,-1.1893952,-1.1926526,-1.266458
ASSA-B.ST,-0.8576175,-0.6902862,-0.6799676,-0.72786117,-0.6485347,-0.8065517,-0.9213214
ATRLJ-B.ST,0.20720087,0.44057178,0.4136878,0.4086353,0.4481433,0.32203326,0.21190593
AVEN.ST,-2.886767,-2.6458688,-2.6977832,-2.626353,-2.6180995,-2.6672137,-2.7451289
AXIC-A.ST,-0.60666806,-0.44590864,-0.44885668,-0.43124977,-0.36899698,-0.461083,-0.5469835
BALD-B.ST,5.0285606,4.06184,4.2904844,5.066316,5.3678994,6.166856,6.583889
BULTEN.ST,-0.014940077,0.22377652,0.1391147,0.34147996,0.31337214,0.39011037,0.36395884
CAG.ST,-0.43347633,-0.50444996,-0.36657962,-0.5162258,-0.30273157,-0.52453446,-0.6340117
CE.ST,990.4332,48.401684,300.38913,678.8583,963.1849,1464.8517,1775.7145
CEVI.ST,-1.5217468,-1.3381472,-1.347065,-1.3434242,-1.2876186,-1.3956954,-1.490911
CONS-B.ST,-1.648286,-1.2117769,-1.366172,-1.2123904,-1.3117024,-1.3102123,-1.3932132
CORE-A.ST,-0.32911715,-0.3100271,-0.21677431,-0.3347148,-0.16898279,-0.37233105,-0.48558608
DDM.ST,-0.4038433,-0.16507922,-0.23621519,-0.0840452,-0.096926965,-0.06884031,-0.11499447
DIST.ST,1.2620028,1.4669954,1.4094511,1.5634116,1.5664665,1.5991577,1.5584505
ELAN-B.ST,4.705671,3.7783806,4.1063514,4.529449,4.927445,5.3815126,5.6606536
ELTEL.ST,-0.9013202,-1.0366633,-0.9838713,-0.738214,-0.6243371,-0.45257854,-0.391284
ELUX-A.ST,-1.2042189,-1.1217713,-1.0759554,-1.121877,-1.0072534,-1.1496589,-1.2461604
ENEA.ST,-1.8768265,-1.6074048,-1.6711732,-1.6004694,-1.6030033,-1.6586186,-1.7436624
FING-B.ST,12.738765,9.363921,10.348216,11.803345,12.934593,14.727464,15.833781
FNM.ST,-1.0726755,-0.9601038,-0.9347243,-0.95080847,-0.8582069,-0.97601676,-1.0663283
FOI-B.ST,-0.7045979,-0.519267,-0.5314545,-0.51696914,-0.4642448,-0.5628082,-0.6545885
FPAR-D.ST,-8.16811,-7.850489,-7.938981,-7.8854265,-7.916056,-7.990907,-8.089607
GOMX.ST,9.504189,7.8280764,8.279269,9.300001,9.826416,10.962507,11.610593
GPG-PREF.ST,-2.4302657,-2.1200755,-2.1902146,-2.1648192,-2.1715422,-2.2780437,-2.3900661
HELIO.ST,0.6134732,-0.051587507,0.17983247,0.5660607,0.8603765,1.2455509,1.4643586
HEXA-B.ST,1.494491,1.8257056,1.7426251,1.7976904,1.77837,1.6951972,1.5895101
HOFI.ST,-1.6760256,-1.7653902,-1.6697425,-1.6366568,-1.4745674,-1.513486,-1.5438769
HTRO.ST,0.0357135,0.33188498,0.23858295,0.38778856,0.35225156,0.36888528,0.3104334
ICO.ST,-1.0490345,-0.7205406,-0.81773454,-0.707197,-0.7458049,-0.7709948,-0.8509157
INDEX.ST,0.20915161,0.46585158,0.3980072,0.5184682,0.50928354,0.5044011,0.44272986
INDT.ST,-0.7054813,-0.42697698,-0.48270953,-0.45216465,-0.4442584,-0.5414087,-0.6451692
INFREA.ST,0.2136734,0.24068566,0.3394474,0.18483129,0.35906035,0.117097326,-0.014057351
INTRUM.ST,0.42875153,0.60570276,0.59009165,0.632588,0.6815756,0.61057115,0.53102565
INVE-A.ST,-0.22980078,-0.0031670076,-0.025134956,-0.04068356,0.004279993,-0.13103299,-0.24414575
IRRAS.ST,0.29958317,0.13755141,0.23835614,0.367905,0.5330079,0.5973506,0.6189999
JETPAK.ST,-1.3552097,-1.0555389,-1.1158524,-1.1001786,-1.0972992,-1.2110947,-1.3241943
K2A-B.ST,-0.90537304,-0.65187967,-0.6964068,-0.66444767,-0.6462271,-0.7370834,-0.8343083
KABE-B.ST,0.06823784,0.23450346,0.19381501,0.34526685,0.36409938,0.40178925,0.36903322
KIND-SDB.ST,0.08060482,-0.07535168,0.008233881,0.17701901,0.3258516,0.42497435,0.4586646
KLOV-PREF.ST,0.022922171,0.33178252,0.26504195,0.28632727,0.28483322,0.17245628,0.057531036
LAGR-B.ST,-1.8133842,-1.640144,-1.6372297,-1.663928,-1.5946577,-1.7309729,-1.8366836
LEMSE.ST,5.8582425,4.478284,4.873994,5.64811,6.123253,6.9802184,7.4747086
LEO.ST,1.2091928,0.9683335,1.0232238,1.4153234,1.5295613,1.8560894,1.993861
LOOM-B.ST,0.8328826,1.0824078,1.0398175,1.0667405,1.0899376,0.9915758,0.89034545
MAGI.ST,0.8408095,0.90615684,0.8449161,1.2045919,1.1997124,1.4508207,1.5173662
MAHA-A.ST,10.378057,10.251912,10.381366,10.380671,10.585894,10.509799,10.466079
MAXF.ST,-0.07396696,0.22816429,0.16298975,0.19334164,0.19210432,0.090623714,-0.018301304
MCOV-B.ST,-1.4726127,-1.1574991,-1.227941,-1.1989231,-1.206969,-1.3099477,-1.4205487
MMGR-B.ST,-2.0087225,-1.6631552,-1.7627444,-1.6763923,-1.7163638,-1.767804,-1.8611573
MSON-B.ST,4.27732,4.1342587,4.130689,4.596474,4.649943,5.031492,5.178384
MTG-B.ST,-0.57404965,-2.2852955,-1.700467,-1.1026298,-0.4394352,0.2991935,0.7947534
MYCR.ST,-3.216055,-3.1807444,-3.1133606,-3.1709497,-3.0353043,-3.180214,-3.270882
NAXS.ST,-0.62516254,-0.3646672,-0.4062708,-0.4009547,-0.3774051,-0.4967686,-0.60750896
NCC-A.ST,-0.28670454,-0.15710922,-0.14553446,-0.13211651,-0.054769967,-0.14636531,-0.22794257
NDA-SE.ST,0.34483245,0.61842126,0.54426837,0.65701073,0.6429049,0.6267595,0.557473
NENT-B.ST,-1.9037799,-1.5569246,-1.6521301,-1.5844793,-1.619012,-1.6892021,-1.7905974
NET-B.ST,3.2491548,2.925663,3.0260296,3.377642,3.5424137,3.8390188,3.974178
NIBE-B.ST,-1.5713576,-1.276166,-1.3397622,-1.3064167,-1.307524,-1.4033585,-1.5083803
NMAN.ST,-0.0005649146,0.209227,0.20139833,0.16287555,0.22278395,0.06792228,-0.050837502
NNH.ST,-0.014281553,0.041056987,0.115117066,0.0021470762,0.15046795,-0.055924423,-0.17656831
NOBI.ST,-0.588397,-0.4144083,-0.44889215,-0.3348578,-0.30843437,-0.30812046,-0.35740232
NOLA-B.ST,0.024925202,0.17046086,0.16679761,0.21409518,0.27453378,0.21363853,0.14275815
NP3-PREF.ST,-0.14143541,0.112785175,0.0791408,0.060495287,0.09450047,-0.048832834,-0.16944233
ORX.ST,2.6781886,2.5161994,2.5889056,2.8123264,2.9496539,3.1007748,3.156173
PEGRO-PREF.ST,0.034370683,-0.10511621,0.044976886,-0.04017353,0.18305604,0.03479782,-0.03473507
PIEZO.ST,-0.814363,-0.813166,-0.7477303,-0.73795485,-0.60569865,-0.68132055,-0.7390345
POOL-B.ST,0.59025043,0.6133271,0.6007225,0.8498064,0.89742476,1.0478477,1.0789171
PREC.ST,118.348114,78.548584,88.894165,106.433815,118.16111,140.71527,154.38353
PROB.ST,2.6678808,2.4363668,2.5770764,2.660433,2.871887,2.8972383,2.91005
RAIL.ST,0.3709828,0.5772294,0.55126214,0.58511466,0.6241484,0.5400099,0.45095187
RROS.ST,2.385304,2.2971973,2.3215287,2.6047142,2.69123,2.8891032,2.9535618
SAGA-A.ST,-9.502649,-8.88562,-9.172995,-8.814211,-9.064656,-8.880835,-8.908789
SAGA-D.ST,-0.29542616,-0.07610149,-0.09018342,-0.12839456,-0.07362417,-0.23082536,-0.3525753
SAND.ST,1.8219872,2.0012012,2.0012093,1.9805347,2.049935,1.9145265,1.8069292
SDIP-B.ST,-1.4705404,-1.3043284,-1.2961028,-1.3305224,-1.255329,-1.3983806,-1.5060468
SEMC.ST,1.3120614,1.362694,1.3066766,1.6698428,1.6701683,1.9264675,1.9971304
SEYE.ST,-1.7872543,-1.6572942,-1.6419201,-1.647652,-1.5665246,-1.6758142,-1.7644597
SJR-B.ST,-1.1363015,-0.9368345,-1.0307864,-0.745742,-0.7849619,-0.6221816,-0.6082788
SKIS-B.ST,-0.75463295,-0.47822282,-0.5472017,-0.46459085,-0.47228548,-0.51813775,-0.6002623
SPEQT.ST,3.4356387,3.2979553,3.3804338,3.5430763,3.6912858,3.7807078,3.8081205
SRNKE-B.ST,-0.17891717,-0.08648625,-0.07175138,-0.016247772,0.063374616,0.017761847,-0.04008492
SSM.ST,3.9805372,3.5600305,3.735069,3.9573379,4.2026434,4.388337,4.490445
STIL.ST,0.95370334,1.2707162,1.1823856,1.2897433,1.2603519,1.2334256,1.1545131
SUS.ST,-2.7084107,-2.5856426,-2.5677035,-2.5701928,-2.4879384,-2.5913515,-2.675951
SVED-B.ST,47.93902,45.907528,46.60096,47.381607,48.191208,49.104027,49.696968
SWEC-B.ST,0.9158655,1.1141522,1.1050658,1.0880021,1.147033,1.0134141,0.9044387
SWED-A.ST,0.5891137,0.76610816,0.73574483,0.8279169,0.8611087,0.8375809,0.7771328
SYSR.ST,0.7400094,0.8903324,0.9092546,0.86582166,0.95363206,0.8023331,0.6928613
TAGM-B.ST,1.9729499,1.4897932,1.663686,1.9879326,2.2260306,2.5229406,2.6807892
TIGO-SDB.ST,0.44740695,0.72069407,0.64409864,0.76246375,0.74656564,0.7350725,0.6672484
TRIAN-B.ST,-3.6715753,-3.3857617,-3.4450688,-3.4208288,-3.4181516,-3.5201378,-3.6261926
VITR.ST,-0.6897506,-0.37081978,-0.46193215,-0.35792863,-0.3899233,-0.42030242,-0.50116354
VOLO-PREF.ST,0.10089742,0.35323465,0.32068044,0.30102873,0.33643937,0.1921088,0.071219064
VOLV-B.ST,-1.491917,-1.3085803,-1.3101503,-1.3369887,-1.2717292,-1.4103649,-1.5186888
ACCON.ST,0.42533618,0.5987256,0.5524231,0.71266264,0.7259311,0.7704674,0.7393557
AGES-B.ST,-0.9209329,-1.1756599,-1.1412048,-0.6585267,-0.57035226,-0.15105714,0.027849182
AKEL-D.ST,-8.528234,-8.184106,-8.294612,-8.199604,-8.255147,-8.292554,-8.378811
ALFA.ST,0.06071531,0.2907549,0.25946933,0.2725622,0.30737367,0.19901991,0.096452616
ALIV-SDB.ST,1.3140888,1.3867131,1.3614653,1.5974029,1.6308198,1.7630048,1.7810285
AMBEA.ST,-0.9565892,-0.83997154,-0.81833917,-0.824342,-0.73633707,-0.8445452,-0.9311762
AOI.ST,12.983807,11.748889,12.035252,13.019743,13.37771,14.41208,14.960519
AQ.ST,-0.8444276,-0.5998741,-0.6529107,-0.57831705,-0.56985646,-0.6183018,-0.6970233
ASPIRE.ST,5.127309,4.8487144,4.990472,5.1600566,5.3687825,5.485603,5.543256
ATCO-B.ST,0.8992611,1.1957512,1.1291674,1.1739266,1.1717219,1.0839719,0.9810112
ATORX.ST,0.84120035,0.524989,0.56524014,1.1176715,1.2120837,1.7054387,1.9218506
ATT.ST,1.5064565,1.6573107,1.6124842,1.8032829,1.8178946,1.8945129,1.8792953
AWRD.ST,-0.87440825,-0.851703,-0.7622719,-0.8751778,-0.7135018,-0.91242146,-1.0244255
AZN.ST,1.4513638,1.6414824,1.6463166,1.5880324,1.663979,1.4900793,1.3648633
BELE.ST,1.8626857,1.8476014,1.9486674,1.8552655,2.0304759,1.8534031,1.7545017
BHG.ST,-0.0768133,-0.0013714469,0.06924361,-0.05474387,0.08898507,-0.12968026,-0.25727716
BIOA-B.ST,0.44245312,0.64846516,0.57581013,0.7846073,0.7688535,0.856181,0.8386513
BIOT.ST,0.2074753,0.6502471,0.4938557,0.6526473,0.5520647,0.5562613,0.47321233
BOOZT.ST,-0.9134257,-0.7470192,-0.77124655,-0.6848158,-0.6471371,-0.6725535,-0.7314126
BRIG.ST,1.2763774,0.91760635,1.1418936,1.1192259,1.417272,1.36124,1.3586457
BUSER.ST,-3.8642168,-4.1531777,-3.8783329,-4.2171226,-3.8568623,-4.229712,-4.37307
CAT-A.ST,-3.3385904,-3.576605,-3.3356519,-3.6150098,-3.293441,-3.6141849,-3.7415822
CATE.ST,-0.64881164,-0.55737257,-0.5109984,-0.569927,-0.45415106,-0.610796,-0.71440345
CLA-B.ST,13.052883,10.091078,10.984565,12.190257,13.209921,14.704624,15.646081
CLNK-B.ST,-2.280906,-2.0677912,-2.081093,-2.1083617,-2.0563896,-2.198414,-2.3114665
COLL.ST,-2.6817803,-3.5404217,-3.3052588,-2.6565547,-2.3673027,-1.6972667,-1.3350545
DORO.ST,-2.567358,-2.3873715,-2.4316394,-2.2923374,-2.2789142,-2.2524364,-2.2907128
DRIL.ST,-1.3710058,-1.1683521,-1.1883982,-1.1745756,-1.1300162,-1.231509,-1.3267863
DURC-B.ST,4.6332808,3.519471,3.922937,4.337947,4.815294,5.2887225,5.599392
DUST.ST,0.09474232,0.2569765,0.25245184,0.27432093,0.33547717,0.24652015,0.16139802
ENG.ST,-0.8505211,-0.50090003,-0.6023541,-0.5096297,-0.5515413,-0.5977991,-0.68950963
ENQ.ST,34.46346,24.779938,27.325802,31.741909,34.63944,40.196827,43.547802
ENZY.ST,5.9838085,5.5446596,5.6762915,6.061763,6.261607,6.6066303,6.7742195
EOLU-B.ST,-5.0766177,-5.176527,-5.0187182,-5.2076097,-4.9756527,-5.2271237,-5.3436546
ETX.ST,2.059625,2.0371196,2.0141847,2.3699923,2.4046988,2.664196,2.745863
FERRO.ST,-2.1527934,-2.292481,-2.1078842,-2.3261333,-2.0638804,-2.3404202,-2.4627738
FIL.ST,1.9270931,2.0213468,2.037954,2.09388,2.1759372,2.1294785,2.070973
FOOT-B.ST,-0.18921293,-0.106322736,-0.06745269,-0.09230095,0.016405495,-0.10762906,-0.19756773
FPAR-A.ST,0.14545012,0.30652952,0.32321736,0.27078253,0.3561055,0.19508518,0.080368266
GAPW-B.ST,1.0127345,0.9190885,1.0358436,1.0052066,1.1929291,1.0901914,1.0332035
GETI-B.ST,-0.8359412,-0.508466,-0.5903179,-0.5405388,-0.55981356,-0.64568806,-0.7514661
GHP.ST,-1.3774555,-1.15792,-1.182795,-1.1801908,-1.1395705,-1.2551904,-1.3589488
GUNN.ST,2.3547728,1.3515302,1.6724162,2.2262006,2.611852,3.2049572,3.5519412
HM-B.ST,7.0019517,6.7179704,6.89638,6.930122,7.1854944,7.1660156,7.1656857
HNSA.ST,-3.9312446,-4.327426,-4.1613173,-3.9542255,-3.7224562,-3.5493696,-3.4534402
HPOL-B.ST,0.8535715,0.80159974,0.87310904,0.9312734,1.0722605,1.047525,1.0157984
HUM.ST,0.18833724,0.3076096,0.31741163,0.3559421,0.43052122,0.3648578,0.295503
HUSQ-B.ST,-0.62691665,-0.98907924,-0.88369805,-0.5005772,-0.33453718,0.0020227283,0.16001564
IMMNOV.ST,1.5291188,1.8442717,1.7328336,1.9260038,1.8708295,1.9268317,1.8820714
INDU-A.ST,-0.5250364,-0.27712655,-0.31123775,-0.31418675,-0.28254578,-0.40820068,-0.5199294
IVACC.ST,0.44041923,0.61056185,0.6193035,0.58164126,0.6587857,0.5102764,0.39930752
JM.ST,0.13410397,0.33779454,0.32471293,0.31463015,0.368303,0.24190865,0.13567989
KAPIAB.ST,-1.1518109,-0.86132336,-0.9203449,-0.9012425,-0.8957752,-1.0063123,-1.1175907
KINV-B.ST,0.57992435,0.82413733,0.76543975,0.86175144,0.8651901,0.83612466,0.7647674
LIFCO-B.ST,-1.4376303,-1.177871,-1.229873,-1.1849209,-1.174483,-1.253863,-1.3474133
LIME.ST,0.13466147,0.37751642,0.35411867,0.32375053,0.36730567,0.21556158,0.093786225
LUND-B.ST,-1.5606989,-1.2611545,-1.3239648,-1.3022072,-1.3016746,-1.409871,-1.5208609
MINEST.ST,-1.1107965,-0.9967421,-0.98149806,-0.9568607,-0.8773589,-0.954402,-1.0273005
MIPS.ST,-0.99930465,-0.894849,-0.8430482,-0.940277,-0.8182602,-1.0134498,-1.1344762
MNTC.ST,1.1862439,1.1987041,1.2722309,1.2347342,1.3794981,1.253166,1.1717263
MSAB-B.ST,1.6422724,1.5345035,1.5633454,1.8592373,1.9493736,2.163358,2.2373414
MSON-A.ST,3.0167377,2.8035328,2.833757,3.2787375,3.3667054,3.7394514,3.892335
MTG-A.ST,1.2182876,1.1230317,1.2440666,1.2015429,1.3941423,1.2800229,1.2185237
MTRS.ST,-1.8540813,-1.7581474,-1.7567077,-1.6567161,-1.5943133,-1.5945927,-1.6331594
NETI-B.ST,47.701916,28.405064,33.204365,42.42653,47.98727,59.57774,66.41652
