,0,1,2,3,4,5
TOBII.ST,1.2705933,1.4153081,1.6313486,1.9765459,2.5069075,4.0133724
TORSAB.ST,-0.05953379,-0.07791867,0.23285218,-0.5685949,-0.28760648,-0.07725579
VERI.ST,0.7161412,0.73951936,0.8694418,1.4967113,1.4864491,2.710252
XBRANE.ST,0.005553965,0.16258158,0.39540938,0.67192405,1.2758307,2.865265
ACE.ST,1.2529022,1.3409489,1.6344972,1.1510693,1.640773,2.3540683
ADDT-B.ST,-1.1528264,-1.1316521,-0.8274593,-1.496641,-1.1122674,-0.7011099
AGRO.ST,-70.92109,-115.62074,-126.077324,-72.68144,-230.89107,-331.43878
ALLG-B.ST,1.3082552,0.9437425,0.7512325,2.3449416,0.4401513,0.44849747
ANOD-B.ST,-59.83889,-100.558266,-110.612305,-60.620373,-206.17677,-298.26932
ARP.ST,-0.43967643,-0.45737246,-0.146106,-0.95019704,-0.66516674,-0.44544572
ASAP.ST,-3.2690544,-3.0781386,-2.797025,-2.9687297,-2.1999638,-0.92385256
ATIC.ST,0.82805216,0.85429513,1.0031135,1.5515547,1.587478,2.8887072
ATVEXA-B.ST,0.5198833,0.4735648,0.7825466,-0.08496223,0.11090526,0.15643357
AUR.ST,-168.37941,-327.64142,-358.59717,-183.33856,-733.4459,-1085.7834
AXFO.ST,-0.4573738,-0.46530855,-0.15285172,-0.93531626,-0.61979055,-0.34246463
AZELIO.ST,-4.132717,-3.920487,-3.6440096,-3.7370124,-2.9161108,-1.5157874
BEGR.ST,-16.413036,-21.789429,-24.804554,-13.79536,-37.060463,-50.463303
BEIA-B.ST,3.2563217,3.3682525,3.5650704,3.9946666,4.3790345,5.8589034
BEIJ-B.ST,-1.189772,-1.1418519,-0.841937,-1.42108,-0.969506,-0.42890567
BESQ.ST,-0.36676905,-0.151508,0.11452246,0.28551623,1.1349791,2.827972
BETCO.ST,-1.933103,-1.94143,-1.6575298,-2.381047,-2.169939,-2.000713
BIOG-B.ST,-1.297023,-1.2453433,-0.9346307,-1.5470971,-1.0623012,-0.45210126
BMAX.ST,1.0595405,0.9585969,1.0033426,1.9018028,1.3422152,2.2524235
BOL.ST,-0.2525321,-0.02793274,0.2624887,0.33717868,1.2640125,3.0571218
BONES.ST,-3.2060146,-3.0584972,-2.7603467,-3.065149,-2.3254235,-1.2269497
BRAV.ST,-0.6899319,-0.6402608,-0.33172086,-0.936614,-0.4637236,0.12039747
BURE.ST,-0.14560635,0.075213015,0.33859533,0.51919377,1.3757746,3.0559943
CAMX.ST,-0.9292983,-0.6792366,-0.36928102,-0.38934824,0.6572634,2.4518778
CANTA.ST,-1.9411495,-1.838584,-1.53943,-1.9704329,-1.3631796,-0.52235603
CBTT-B.ST,-0.31637415,-0.251169,0.059088938,-0.5074549,0.012215328,0.68639207
CI-B.ST,-5.0070353,-4.777151,-4.4907465,-4.5236235,-3.5735564,-2.0137668
CLAS-B.ST,0.7120784,0.8656774,1.097277,1.3797257,1.9685295,3.5453868
CLAV.ST,1.2489614,0.7667459,0.5168216,2.337425,0.02017098,-0.2380569
CRED-A.ST,-1.851134,-1.843087,-1.536862,-2.256254,-1.903566,-1.55128
DELARK.ST,-3.9098692,-3.97998,-3.6805813,-4.598743,-4.4771852,-4.5569687
DOM.ST,-0.72053087,-0.5166118,-0.1935252,-0.4331897,0.51079786,1.9998128
EKTA-B.ST,-1.0835251,-0.8370206,-0.52667195,-0.57785326,0.4611841,2.184374
ELUX-B.ST,0.88005286,1.0793039,1.3526323,1.4950864,2.3065426,4.048427
EMBRAC-B.ST,-3.231759,-3.2108674,-2.913976,-3.5658596,-3.1906729,-2.794727
ESSITY-A.ST,-0.9337949,-1.0083983,-0.70068693,-1.64934,-1.5327452,-1.6311463
ESSITY-B.ST,-1.4671874,-1.54092,-1.2347245,-2.1775596,-2.05996,-2.1546733
EWRK.ST,-0.6414022,-0.40294516,-0.10398355,-0.062751144,0.9244588,2.7369766
FABG.ST,0.591563,0.5618287,0.869365,0.05369771,0.29429576,0.42081264
FAG.ST,1.0315344,1.0643595,1.218383,1.7512711,1.8169696,3.13712
FASTAT.ST,-3.1675754,-3.1668234,-2.87749,-3.5756373,-3.282579,-3.032685
FEEL.ST,-1.462552,-2.9634311,-4.024401,0.15614331,-7.081954,-10.426771
FOOT-PREF.ST,-1.0918907,-1.1566583,-0.84467524,-1.7868869,-1.6323509,-1.6621993
FPAR-PREF.ST,0.94413096,0.9568287,1.2776667,0.52385485,0.91168576,1.3212705
GENI.ST,-2.3406277,-2.1680396,-1.8742548,-2.111043,-1.3235198,-0.10955623
GHUS-B.ST,0.5931513,0.7124344,0.9172492,1.2917436,1.7228233,3.21369
GRNG.ST,-0.60264504,-0.3754488,-0.08938465,0.0026264945,0.92876863,2.7018175
HANDI.ST,-1.2628484,-1.0449905,-0.7639195,-0.665248,0.22507133,1.976987
HEBA-B.ST,-2.1184194,-2.2124772,-1.9136872,-2.8844194,-2.8380206,-3.0672216
HMS.ST,-0.7753206,-0.52442956,-0.21930127,-0.21435215,0.8241145,2.6040819
HOLM-B.ST,0.21974851,0.36768,0.68135583,0.3312593,1.0930504,2.2242525
HRNTS.ST,-3.3024793,-3.2631567,-2.9841769,-3.5604417,-3.2216895,-2.7861638
IMPC.ST,1.3376912,0.14090244,-0.6936785,2.818369,-3.0474613,-5.4970813
ISOFOL.ST,0.73086023,0.9022236,1.1552215,1.3605475,2.0469666,3.7095666
KAMBI.ST,0.65015364,0.8220336,1.0575107,1.3329793,1.9867744,3.5605197
KARO.ST,-30.280655,-39.379955,-43.338478,-27.811342,-64.53777,-86.55989
KDEV.ST,-0.96293175,-2.641194,-3.830426,0.79172677,-7.21035,-11.008869
KFAST-B.ST,-4.04064,-4.085703,-3.8086343,-4.613841,-4.512542,-4.5510154
KINV-A.ST,0.10189174,-0.057791796,-0.06677865,0.9929586,0.15225373,0.8270354
KLED.ST,0.7035537,0.81659454,1.1263148,0.69591117,1.3490121,2.2629752
KLOV-B.ST,-2.0854468,-2.0522206,-1.7542665,-2.3704052,-1.9613085,-1.5031923
LIAB.ST,0.8934154,1.1025895,1.3596215,1.5754317,2.3833144,4.0499787
LIDDS.ST,-1.6529533,-1.4209974,-1.1042371,-1.2370102,-0.22389746,1.4229033
LIPI.ST,-3.4112236,-3.1658356,-2.8960934,-2.8455315,-1.9528469,-0.3364912
LUPE.ST,-0.716842,-0.5238103,-0.20979038,-0.4406005,0.45336196,1.8449705
MANG.ST,-2.0731115,-1.8773135,-1.5729433,-1.7615844,-0.8744942,0.50537384
MEAB-B.ST,1.1820039,0.92054904,0.85416126,2.0905151,0.82221437,1.2795904
NEWA-B.ST,-0.22689699,-0.033354167,0.22595574,0.4120725,1.180646,2.860659
NHCBHFFS.ST,-26.523352,-26.458227,-26.243872,-26.574404,-26.193928,-25.640142
NOBINA.ST,-1.0705322,-1.0630418,-0.7521597,-1.4887732,-1.1304411,-0.76981837
NOTE.ST,-0.71820253,-0.47209784,-0.17632113,-0.13604268,0.86974335,2.6069918
NP3.ST,-0.5704527,-0.573261,-0.26894084,-1.0018892,-0.6872392,-0.41454586
OEM-B.ST,-1.5187186,-1.505935,-1.1983467,-1.9083153,-1.540338,-1.1584787
PACT.ST,0.50285286,0.68412966,0.93325585,1.1605626,1.8694184,3.5104747
PDX.ST,-1.7607555,-1.5288515,-1.2462461,-1.1533266,-0.21568839,1.5206935
PEAB-B.ST,0.6164474,0.7420216,1.0583129,0.6370877,1.338905,2.3541443
PRIC-B.ST,-4.271431,-4.1248426,-3.8361583,-4.136923,-3.427308,-2.3675292
QLINEA.ST,-3.6135721,-3.676436,-3.398571,-4.252937,-4.2016125,-4.3370504
RATO-A.ST,-0.038891815,-0.9417556,-1.5016134,1.2678999,-2.946916,-4.4106545
RATO-B.ST,2.084117,0.6553748,-0.3053791,3.7107477,-2.9223335,-5.897459
REJL-B.ST,-1.0580456,-0.9984723,-0.6971156,-1.2481518,-0.75997645,-0.15070306
RESURS.ST,-1.263104,-1.0502017,-0.7295801,-0.9347122,0.031322006,1.5710319
SALT-B.ST,0.40789497,-1.0285386,-1.9162456,1.894016,-4.58001,-7.2338896
SANION.ST,-0.39518398,-0.29898784,-0.115576945,0.31734514,0.639777,2.029283
SBB-D.ST,-3.9709637,-4.047675,-3.7711651,-4.659184,-4.648248,-4.860836
SEB-A.ST,-0.35122117,-0.098597646,0.21193942,0.20358475,1.2566142,3.0729861
SEB-C.ST,-0.070931025,0.112489186,0.43599227,0.14016609,1.0243754,2.3929744
SINCH.ST,-5.424303,-5.4793797,-5.199882,-6.0300055,-5.9187737,-5.9933047
SIVE.ST,-1.825512,-1.596385,-1.2849429,-1.4019108,-0.40746358,1.2082226
SKA-B.ST,0.11994553,0.24359713,0.44129017,0.8224235,1.2557871,2.664008
SOBI.ST,-1.7898813,-1.5852513,-1.328127,-1.1434011,-0.33915174,1.3100684
SSAB-B.ST,6.617364,4.689882,3.3509965,8.56412,-0.42243382,-4.788056
TETY.ST,0.9169159,1.124065,1.3918827,1.5660349,2.3892837,4.1084037
TFBANK.ST,-0.5563118,-0.5453031,-0.23598868,-0.95119387,-0.58772117,-0.21355337
TRAIN-B.ST,-6.8629875,-6.928445,-6.660012,-7.498055,-7.461851,-7.6187544
TREL-B.ST,-0.8244496,-0.58800495,-0.28755713,-0.25622168,0.72932005,2.547298
UPSALE.ST,-2.6195736,-2.5114777,-2.2286534,-2.6323037,-2.0944521,-1.2792602
VICO.ST,0.08043807,0.12867019,0.27202386,0.8491691,0.9443309,2.1988645
WALL-B.ST,-0.7733615,-0.8243186,-0.5198666,-1.3884425,-1.2111133,-1.1976925
ZETA.ST,-0.42402032,-0.28228724,0.034915607,-0.35116765,0.40167412,1.5206759
3KR.ST,-0.28743613,-0.3333999,-0.021920409,-0.90419346,-0.6998956,-0.63465804
ABSO.ST,-4.384085,-4.2771444,-3.987512,-4.3924613,-3.7892714,-2.9422436
ACRI.ST,-0.69198626,-0.7198412,-0.41210803,-1.2303271,-0.9806084,-0.8282548
ALIF-B.ST,-0.83747447,-0.8937811,-0.5920416,-1.464705,-1.3076179,-1.335596
ALM.ST,-5.2638726,-8.42514,-10.463954,-3.1188943,-17.68052,-25.622221
AM1S.ST,-0.1471013,0.0897316,0.4152176,0.26505196,1.3060726,2.9942694
ARISE.ST,-4.0381427,-3.8366525,-3.54509,-3.6922116,-2.8167367,-1.4366485
ATA-SDB.ST,-0.17857572,0.026004028,0.2534921,0.50385296,1.1571472,2.7237725
ATRE.ST,-1.3619782,-1.148396,-0.87664115,-0.7423085,0.115934916,1.8306019
BALCO.ST,-0.85524905,-0.840817,-0.5319648,-1.2391785,-0.8659099,-0.4774104
BILI-A.ST,-1.3184153,-1.0919756,-0.77869785,-0.90709436,0.08184969,1.6877412
BILL.ST,-0.504355,-0.25260487,0.06385656,0.008022883,1.0725956,2.855602
BINV.ST,-17.156973,-23.604658,-27.094328,-14.31693,-41.874695,-57.955437
BIOVIC-B.ST,-1.9792076,-1.789579,-1.4796221,-1.7081946,-0.8285713,0.544327
BONAV-A.ST,0.61593974,0.75665903,0.9857569,1.2689433,1.8144894,3.387939
BONEX.ST,-2.001637,-1.9474702,-1.6492274,-2.20807,-1.7389576,-1.1637317
BORG.ST,-3.7544394,-4.762319,-5.418653,-2.435246,-7.175418,-9.039522
BOUL.ST,-1.7940619,-1.5612133,-1.2746348,-1.1967849,-0.2483689,1.5089651
BRE2.ST,-1.8311348,-1.8033994,-1.4917532,-2.1798275,-1.759605,-1.2767208
BRG-B.ST,1.5932409,-0.6446595,-2.2697456,3.678908,-7.0684395,-12.5051565
BUFAB.ST,-0.549469,-0.36149862,-0.03957532,-0.31748414,0.57788974,1.9730505
BYGGP.ST,-1.3390621,-1.2727448,-0.96563447,-1.5216622,-1.0021133,-0.32571834
CALTX.ST,-4.777301,-4.5961084,-4.319176,-4.5080423,-3.7695956,-2.5516407
CAST.ST,-0.42637634,-0.47940472,-0.17526124,-1.0464208,-0.8764275,-0.87993085
CFISH.ST,-3.82689,-3.5985165,-3.3083298,-3.3364842,-2.3817105,-0.8034161
CLIME-B.ST,0.27645367,0.45977962,0.7012872,0.95722276,1.6588984,3.25737
COOR.ST,0.7784953,0.77121556,1.0878267,0.2963431,0.61855197,0.9039671
CORE-PREF.ST,-0.08590603,-0.1346978,0.17812032,-0.7167337,-0.5183341,-0.46522367
CRAD-B.ST,-1.876726,-1.7145056,-1.4043753,-1.711357,-0.9099534,0.30635205
CTM.ST,4.4406486,3.41727,2.8807044,5.549561,1.0211289,-0.28241774
DEDI.ST,0.37637758,0.20972212,0.2039385,1.2549545,0.39809683,1.0976932
DIOS.ST,-0.23287672,-0.2688537,0.03846534,-0.7979459,-0.5735857,-0.47222283
DMYD-B.ST,-2.9050953,-2.6610181,-2.3851306,-2.3174005,-1.3762707,0.28783166
DUNI.ST,-0.19926254,-0.12210442,0.19571966,-0.37053216,0.19855009,0.96558666
EAST.ST,-1.4229411,-1.4952868,-1.1922268,-2.117373,-2.0023813,-2.103111
ERIC-B.ST,4.1145444,1.7901952,0.075623155,6.2560225,-5.0727844,-10.846105
EVO.ST,-4.2654176,-4.276953,-3.9883685,-4.706417,-4.4407682,-4.2463045
FMM-B.ST,-0.5191615,-0.48169085,-0.16432747,-0.8428625,-0.38693255,0.15819472
FPIP.ST,-1.297156,-1.1961142,-0.8889762,-1.3499725,-0.7308695,0.13098975
FRISQ.ST,1.7466612,1.5652549,1.555769,2.6247792,1.7106761,2.4037778
GARO.ST,-1.134952,-0.99930763,-0.6933212,-1.0527929,-0.337108,0.7057349
HLDX.ST,4.352922,4.1677837,4.165551,5.2318864,4.311702,5.059335
HOLM-A.ST,-1.234448,-1.1140957,-0.80773497,-1.2108271,-0.53815603,0.4271451
HOVD.ST,-3.0684402,-2.9989295,-2.7067122,-3.2204587,-2.7234807,-2.0834048
HUSQ-A.ST,0.41526243,0.052610427,-0.106384605,1.4180074,-0.34040743,-0.2677965
IBT-B.ST,0.9991694,1.0954758,1.2775798,1.7233214,2.0401256,3.4075832
ICA.ST,-0.9704408,-0.8741016,-0.5631264,-1.0512497,-0.43916175,0.4116094
INDU-C.ST,-0.7687831,-0.7435123,-0.42899537,-1.1304507,-0.7146441,-0.24511103
INSTAL.ST,-1.7200955,-1.7018019,-1.4036907,-2.06093,-1.6956587,-1.3225542
INVE-B.ST,-0.77482617,-0.741228,-0.430903,-1.0898963,-0.65909606,-0.15767668
INWI.ST,-0.57182306,-0.33222392,-0.040174525,0.030441146,1.0063803,2.7835727
KLOV-A.ST,1.4314153,1.2659788,1.218534,2.3710277,1.3495578,1.9294578
LAMM-B.ST,-0.0008016979,0.048352577,0.1872721,0.7718554,0.8608946,2.0836687
LATO-B.ST,-1.1665745,-1.1342294,-0.8301606,-1.4676073,-1.0515397,-0.5777604
LUC.ST,3.747505,2.9633586,2.5322862,4.9257345,1.3356375,0.3743445
LUG.ST,-4.7031116,-4.677611,-4.388363,-5.0031123,-4.6263,-4.2185183
MAG.ST,1.4288707,1.3962531,1.4783348,2.2733254,1.9957739,3.0401034
MEKO.ST,1.1993648,1.1618173,1.2542304,2.0007849,1.7280328,2.8227217
MIDW-A.ST,-2.325795,-3.2277732,-3.8490534,-1.0471473,-5.5590043,-7.224265
MIDW-B.ST,-2.5177135,-3.798921,-4.718117,-1.0156518,-7.4103594,-10.213407
MOB.ST,-3.9722753,-4.57588,-4.925912,-2.8112159,-5.6829395,-6.3023577
MVIR-B.ST,31.462181,20.30511,14.752608,36.287174,-9.454547,-35.99965
NCAB.ST,-3.909424,-3.7809906,-3.5012078,-3.8439312,-3.2503152,-2.326406
NCC-B.ST,-0.2776737,-0.029226584,0.27105853,0.31004715,1.3289216,3.1204062
NENT-A.ST,-3.9059608,-3.9184759,-3.640517,-4.360148,-4.1660905,-4.023965
NIL-B.ST,1.9663123,1.9713486,2.1062033,2.712506,2.652086,3.9136279
NTEK-B.ST,-0.03839006,0.060594924,0.23774657,0.6858121,1.0030051,2.3423924
OASM.ST,-0.13612285,-0.036494598,0.12443476,0.6039366,0.8540184,2.1638398
PNDX-B.ST,-0.6592792,-0.4362305,-0.11894621,-0.2747932,0.7109216,2.2951038
QAIR.ST,-4.38879,-4.3681297,-4.0917816,-4.71506,-4.429841,-4.102681
QLRO.ST,-2.2898395,-3.3986282,-4.1044583,-0.899588,-6.0225425,-8.084375
SAAB-B.ST,0.04221377,0.24780574,0.5217469,0.65766126,1.4919416,3.2302558
SAS.ST,12.395689,5.2452283,0.88937896,16.43245,-15.314678,-33.3995
SBB-PREF.ST,-1.1131352,-1.1786939,-0.8717024,-1.7933177,-1.6518279,-1.70251
SCST.ST,0.74922776,0.8221511,1.141484,0.56293184,1.1199622,1.8622568
SECARE.ST,-2.465965,-2.2623718,-1.963734,-2.1109738,-1.2143887,0.1961283
SECU-B.ST,-0.7608683,-0.71855843,-0.57596385,-0.014445762,0.06356057,1.3025544
SEDANA.ST,-2.718095,-2.7028344,-2.4082255,-3.0697575,-2.7194555,-2.3725088
SENZA.ST,3.1627321,2.938128,2.8978305,4.074383,2.9639285,3.5306048
SHB-B.ST,-0.58075786,-0.37617198,-0.10548308,0.036409765,0.8627678,2.5844104
SKMO.ST,0.23487401,0.3904341,0.71009976,0.35542122,1.1508428,2.348505
SOLT.ST,-1.0798804,-0.9070483,-0.6832429,-0.38656202,0.24331786,1.7797844
SPOR.ST,1.5885769,1.4373891,1.4735658,2.3696468,1.6404485,2.519479
SSAB-A.ST,7.540456,5.497446,4.089608,9.572862,0.123821974,-4.4885373
STE-A.ST,-1.4611427,-1.2269971,-0.9346716,-0.8769115,0.08616321,1.8691576
STE-R.ST,0.7186078,0.8985875,1.1565558,1.3476766,2.0700064,3.752072
STEF-B.ST,-1.7995062,-1.681951,-1.3794838,-1.778884,-1.1200781,-0.18557297
STW.ST,-1.7633454,-1.5180367,-1.2468024,-1.1675761,-0.2615853,1.3968431
SVOL-B.ST,-0.29166684,-0.04753889,0.24397981,0.31407556,1.3029647,3.052136
SWEC-A.ST,-1.6053544,-1.4979095,-1.1933129,-1.6275312,-0.9940844,-0.10534827
SWOL-B.ST,-4.3958926,-4.474132,-4.1770816,-5.1103296,-5.015449,-5.14378
TEL2-A.ST,0.24095537,0.42061827,0.73098636,0.48613068,1.3320217,2.6324284
TRAC-B.ST,0.007815211,0.1734534,0.49423775,0.16147155,0.9888463,2.2487729
TROAX.ST,-0.6450666,-0.5653119,-0.2552742,-0.7830346,-0.22121744,0.5327239
VNE-SDB.ST,3.818053,3.3594518,3.065156,4.924907,2.3578382,1.9967254
VOLO.ST,0.623739,0.78615654,1.0209881,1.2966679,1.91936,3.5076065
VSSAB-B.ST,-30.673153,-45.83532,-51.418125,-28.155544,-86.93302,-122.85635
XSPRAY.ST,-0.6359271,-0.3988216,-0.10699184,-0.035586476,0.93229336,2.7167332
XVIVO.ST,-1.2416455,-1.0085815,-0.70548874,-0.76651,0.22093134,1.8330364
ZZ-B.ST,-3.6549988,-3.423476,-3.1364684,-3.1779356,-2.2331188,-0.67740387
