,0,1,2,3,4,5,6
LOG.ST,-1.4190433,-1.2326852,-1.2309092,-1.2788767,-1.2084872,-1.3691363,-1.4875274
LUMI.ST,-1.6299468,-1.23205,-1.3749552,-1.2074547,-1.2946376,-1.2748249,-1.3455527
LYKO-A.ST,-2.3155658,-2.019043,-2.079239,-2.0623016,-2.059822,-2.1712239,-2.2827275
MCAP.ST,0.16928706,0.30331475,0.34246004,0.24714208,0.35740492,0.15818727,0.030999124
MIDS.ST,1.31688,1.1293448,1.2634671,1.3086896,1.5124106,1.4966396,1.4877253
NEXAM.ST,2.2155545,1.7015867,1.8227651,2.3847058,2.5617085,3.0933807,3.352052
OPUS.ST,-0.4944254,-0.016647287,-0.22321036,0.06250697,-0.0941259,0.029103793,-0.009216601
ORGC.ST,-1.7182549,-1.5393035,-1.5609534,-1.5039573,-1.4632896,-1.518381,-1.5909206
OV.ST,15.470311,13.477221,14.01929,15.132741,15.771384,17.03694,17.768755
OVZON.ST,2.0146816,2.1338758,2.1755292,2.09535,2.2094436,2.0250127,1.9051379
PCELL.ST,-3.5759945,-4.0095997,-3.6580117,-4.048505,-3.6092353,-4.0096273,-4.14431
PFE.ST,0.014338159,0.24637757,0.21922588,0.21554849,0.25482252,0.13021252,0.020820843
PLAZ-B.ST,-0.4015813,-0.18137391,-0.19787101,-0.22327186,-0.17262879,-0.31628877,-0.43187883
PREV-B.ST,-1.9856116,-2.5447683,-2.3422723,-2.0263455,-1.7597849,-1.45739,-1.2870759
PROF-B.ST,2.517155,2.6049185,2.6248488,2.6790104,2.7652004,2.717321,2.6587539
RAKE.ST,5.90482,5.431874,5.638986,5.8456774,6.1243334,6.301599,6.407807
RECI-B.ST,1.161839,1.4550239,1.3884832,1.4425117,1.4394456,1.3616935,1.2637019
SAGA-B.ST,-0.69677526,-0.514675,-0.5071096,-0.5604049,-0.48491585,-0.6492212,-0.76789993
SAGA-PREF.ST,-0.44338554,-0.20090671,-0.22950189,-0.24817196,-0.20947267,-0.35055235,-0.46841377
SAPIAB.ST,-1.2906795,-1.4438325,-1.2617538,-1.4532447,-1.1929893,-1.4432,-1.5535971
SCA-A.ST,1.8216988,2.1201735,2.0605018,2.078455,2.085076,1.9699131,1.8550085
SDIP-PREF.ST,-1.3369795,-1.059933,-1.1077656,-1.1106709,-1.0928485,-1.2229197,-1.3405641
SHB-A.ST,0.8052488,0.79580903,0.88391376,0.82005215,0.9815401,0.8320562,0.74338955
SHOT.ST,-1.2468756,-1.2682984,-1.160439,-1.2753047,-1.0947964,-1.2888858,-1.3929727
SKF-A.ST,1.8497686,1.942781,1.9815859,1.950977,2.060288,1.9282279,1.8335727
SOLNA.ST,-1.6251847,-1.3670202,-1.4032778,-1.4220634,-1.3917227,-1.5344975,-1.65498
STAR-A.ST,10.590226,7.630383,8.59442,9.5628,10.64023,11.909213,12.7682295
STORY-B.ST,-2.4368696,-2.336873,-2.2934098,-2.3562474,-2.2451127,-2.4047353,-2.5099075
SVOL-A.ST,0.18095312,-0.21718417,0.075004004,-0.13535756,0.23757133,0.0059147677,-0.06363889
SWMA.ST,-2.460077,-2.1723323,-2.2264297,-2.2206273,-2.2112217,-2.3324437,-2.4470062
TEQ.ST,2.565807,2.7484057,2.7195618,2.8077526,2.842835,2.8139265,2.750593
TOAD.ST,-10.029591,-9.77674,-9.821269,-9.8156,-9.801677,-9.911061,-10.013942
VBG-B.ST,-0.46472335,-0.36406577,-0.3202027,-0.3839341,-0.27036127,-0.43332064,-0.5408664
VEMF-SDB.ST,0.8098262,1.070085,1.0317773,1.0295173,1.057573,0.92972416,0.8151452
VIT-B.ST,0.03818079,0.20789275,0.22392869,0.16015238,0.24521981,0.07184725,-0.04914679
VNV-SDB.ST,-0.023307152,0.16354191,0.1656577,0.12481943,0.19512092,0.04127813,-0.07410755
VOLV-A.ST,0.15090315,0.3564278,0.34722784,0.3182934,0.37699738,0.2315114,0.11690837
WIHL.ST,-0.9121318,-0.6893158,-0.7048471,-0.7361364,-0.68520474,-0.83397526,-0.9515632
XANO-B.ST,3.2035086,3.3751779,3.3680077,3.3941057,3.4542506,3.365548,3.2785735
24STOR.ST,1.0639822,1.2829452,1.2552176,1.2524726,1.2929351,1.1691699,1.0603372
AAC.ST,1.4680128,1.5211496,1.4853132,1.7795999,1.8018072,1.9917595,2.0353532
AAK.ST,-1.4258726,-1.0215789,-1.1543179,-1.0333357,-1.1083103,-1.1350394,-1.2259496
AEC.ST,-1.6404744,-1.6928357,-1.559472,-1.7251332,-1.5162553,-1.7556396,-1.8746828
ALIG.ST,2.1373696,2.3710554,2.33179,2.379446,2.405049,2.3292682,2.2398076
AMAST-PREF.ST,-0.4732098,-0.18162082,-0.23685513,-0.23355588,-0.22277999,-0.34987658,-0.46855572
ARION-SDB.ST,0.2541446,0.60613465,0.49810252,0.61430854,0.5655413,0.5409546,0.45760673
ASSA-B.ST,2.0675898,2.2690003,2.2648141,2.2254908,2.2916067,2.134321,2.0145195
ATRLJ-B.ST,-0.8537512,-0.6378222,-0.6536791,-0.6760718,-0.6251773,-0.76485205,-0.8780893
AVEN.ST,-0.5474364,-0.21195371,-0.3157875,-0.19135435,-0.2367464,-0.250095,-0.32626653
AXIC-A.ST,1.0467839,1.1556243,1.1898965,1.1518134,1.2557979,1.1151966,1.0153391
BALD-B.ST,1.2842301,0.27551493,0.54149354,1.2386726,1.5779607,2.3099296,2.7062936
BULTEN.ST,1.7823417,2.03015,1.9449298,2.1402948,2.1129718,2.1800168,2.1482077
CAG.ST,1.4480863,1.4659615,1.5588664,1.4439236,1.6112759,1.4085757,1.2947634
CE.ST,1656.2976,758.8305,995.1587,1368.9564,1637.1134,2127.2424,2427.6882
CEVI.ST,-0.25004536,-0.04409012,-0.06353351,-0.051800847,-0.006275866,-0.110829756,-0.20784356
CONS-B.ST,-4.7845974,-4.369496,-4.513685,-4.3731694,-4.463532,-4.4692,-4.551571
CORE-A.ST,-2.6405666,-2.730295,-2.5753188,-2.7616916,-2.5314164,-2.783767,-2.9025037
DDM.ST,-0.16942818,0.060670983,-0.004695723,0.14004248,0.13350251,0.15542352,0.107794024
DIST.ST,-1.2625505,-1.0306834,-1.1067272,-0.93358785,-0.9514229,-0.90206814,-0.9390064
ELAN-B.ST,2.185128,1.3260527,1.6306946,2.031413,2.4041579,2.828835,3.087604
ELTEL.ST,-0.3342293,-0.4764753,-0.42094815,-0.17347422,-0.056462318,0.11758128,0.1805908
ELUX-A.ST,0.31484026,0.29051015,0.40381286,0.27343595,0.46191272,0.25099906,0.13945751
ENEA.ST,0.7971944,0.9864997,0.97739714,0.97313786,1.0317452,0.9119507,0.80985856
FING-B.ST,13.068557,9.952457,10.866913,12.213447,13.265504,14.915971,15.935059
FNM.ST,-0.6531598,-0.5997849,-0.5372614,-0.5998388,-0.46691796,-0.6219429,-0.7200915
FOI-B.ST,1.5488263,1.7551622,1.7369525,1.7463835,1.7947942,1.6860478,1.5865589
FPAR-D.ST,-9.310496,-9.007632,-9.088814,-9.042753,-9.066319,-9.145405,-9.243622
GOMX.ST,9.572178,7.996409,8.423638,9.387929,9.890966,10.957553,11.564277
GPG-PREF.ST,-2.4845233,-2.1870277,-2.2486472,-2.235961,-2.233421,-2.3505023,-2.465278
HELIO.ST,-3.821508,-4.3608685,-4.214934,-3.7260182,-3.5213737,-3.05261,-2.8169806
HEXA-B.ST,-0.20508352,0.12147902,0.040755004,0.08915534,0.07151123,-0.016143668,-0.12271708
HOFI.ST,2.848733,2.7712262,2.868888,2.886715,3.0546923,2.9949777,2.9530282
HTRO.ST,0.06332496,0.34283888,0.26327407,0.38630858,0.36603808,0.35933566,0.29328132
ICO.ST,-0.75124127,-0.37486303,-0.49952582,-0.36005095,-0.42768404,-0.4319417,-0.50963163
INDEX.ST,-0.54144055,-0.25594196,-0.33723986,-0.21376926,-0.23723114,-0.24291915,-0.30864838
INDT.ST,-1.1508666,-0.8575637,-0.9212245,-0.8858045,-0.8863643,-0.98067296,-1.0851697
INFREA.ST,-1.8897783,-1.8271194,-1.750681,-1.8827223,-1.7336161,-1.9570049,-2.0845547
INTRUM.ST,0.4356295,0.627189,0.6070444,0.64343345,0.6881125,0.6088947,0.52394456
INVE-A.ST,-0.020101631,0.2387156,0.19996822,0.19762692,0.22504206,0.09768549,-0.01646715
IRRAS.ST,2.859577,2.6353495,2.7676866,2.8818924,3.0817125,3.1379907,3.1637928
JETPAK.ST,-1.4126644,-1.1182835,-1.173428,-1.1693603,-1.1606681,-1.2850775,-1.401895
K2A-B.ST,-0.3626183,-0.10345891,-0.14909533,-0.12050438,-0.10290588,-0.19838326,-0.29847428
KABE-B.ST,-0.1780319,-0.027178258,-0.057816096,0.07933083,0.10885914,0.13504045,0.09959055
KIND-SDB.ST,8.054006,8.008868,8.031466,8.263523,8.355628,8.490767,8.521042
KLOV-PREF.ST,-1.8737894,-1.5950485,-1.6450428,-1.6446978,-1.6294317,-1.7562456,-1.8727044
LAGR-B.ST,-2.0792563,-1.9094467,-1.9022992,-1.9403784,-1.8664658,-2.0132375,-2.1227858
LEMSE.ST,1.326798,0.04559513,0.40811977,1.1512026,1.5903102,2.406507,2.8724928
LEO.ST,3.8208318,3.5570855,3.6298919,3.9971998,4.1324773,4.43587,4.56637
LOOM-B.ST,1.46997,1.7369562,1.6870486,1.7155846,1.7317196,1.6317221,1.527338
MAGI.ST,-1.3374208,-1.3389789,-1.3643186,-1.037746,-1.0070306,-0.7759347,-0.7077453
MAHA-A.ST,4.7510104,4.6824183,4.7888927,4.7680955,4.9472995,4.8473473,4.7872686
MAXF.ST,-1.7638401,-1.4151956,-1.5109355,-1.4467409,-1.4809309,-1.5555526,-1.6594648
MCOV-B.ST,-0.19317232,0.1123898,0.04994616,0.0670149,0.06850979,-0.045906868,-0.16038151
MMGR-B.ST,-0.16862129,0.21232866,0.0971275,0.19175303,0.1366702,0.08649699,-0.011485551
MSON-B.ST,0.08938141,-0.019806912,-0.035521224,0.413945,0.452668,0.81702477,0.9535086
MTG-B.ST,13.905231,12.156437,12.815261,13.229584,13.986751,14.538205,14.956385
MYCR.ST,-0.07957251,0.0050294464,0.05059461,0.004718148,0.11992517,-0.02384124,-0.12157109
NAXS.ST,-1.0887864,-0.82546246,-0.8683236,-0.8640159,-0.8419689,-0.9623703,-1.0738039
NCC-A.ST,-0.5828032,-0.38426426,-0.41009673,-0.36417535,-0.32673776,-0.39644098,-0.47790357
NDA-SE.ST,-0.050404232,0.2511728,0.16285089,0.28260848,0.25376517,0.24037588,0.16843581
NENT-B.ST,-0.08007817,0.30253494,0.19029771,0.26992038,0.21890049,0.15332887,0.04846961
NET-B.ST,6.945872,6.636828,6.739931,7.066118,7.2378764,7.503687,7.6227474
NIBE-B.ST,-1.2408211,-0.9103681,-0.9935411,-0.943132,-0.96430624,-1.0494041,-1.155008
NMAN.ST,-0.6244031,-0.42255247,-0.42613545,-0.46988845,-0.40582734,-0.5641278,-0.68309647
NNH.ST,0.8448245,0.9130725,0.9840416,0.8643536,1.0104437,0.7947339,0.66820997
NOBI.ST,0.48620546,0.675826,0.6372724,0.74495023,0.76819134,0.75899947,0.7033908
NOLA-B.ST,0.72361815,0.92354447,0.89128524,0.9629527,0.99357724,0.9478865,0.8759729
NP3-PREF.ST,-0.057155613,0.19970363,0.16495223,0.14638186,0.17935245,0.035593774,-0.085571684
ORX.ST,2.1632664,1.9153298,2.043139,2.192774,2.3890877,2.4811962,2.5235395
PEGRO-PREF.ST,0.2015923,0.043599263,0.20088221,0.11838201,0.34891543,0.20595245,0.14107347
PIEZO.ST,0.24849671,0.2642507,0.32788512,0.32388195,0.4556937,0.36335126,0.29637715
POOL-B.ST,0.61924225,0.62840253,0.6249372,0.861548,0.91904145,1.0593055,1.0879701
PREC.ST,111.16552,71.85025,82.08833,99.3551,110.95279,133.17413,146.66037
PROB.ST,0.5448022,0.35628143,0.47710234,0.56347656,0.75287306,0.7767419,0.7838682
RAIL.ST,1.2788911,1.3840268,1.4214735,1.3760669,1.4841018,1.3362938,1.2336668
RROS.ST,4.2164264,4.138618,4.1624136,4.436455,4.523945,4.7097683,4.767365
SAGA-A.ST,-12.411259,-11.81671,-12.091785,-11.751798,-11.990787,-11.819603,-11.8491
SAGA-D.ST,-0.039002977,0.19119136,0.17162305,0.13756718,0.18675466,0.031749986,-0.0906235
SAND.ST,3.162431,3.3882205,3.3658664,3.3596854,3.4065487,3.2772162,3.1655905
SDIP-B.ST,-2.4871817,-2.4250202,-2.3515446,-2.470809,-2.326164,-2.5359035,-2.6572793
SEMC.ST,-0.36462274,-0.3076204,-0.3638398,-0.013547453,-0.0141012445,0.23018773,0.2954874
SEYE.ST,1.9603893,2.1073506,2.121478,2.102315,2.1854334,2.0569768,1.9569397
SJR-B.ST,-0.749074,-0.5329708,-0.6324015,-0.3516055,-0.3960037,-0.24017389,-0.23148762
SKIS-B.ST,2.268056,2.5280268,2.4741657,2.5328827,2.5437784,2.4742172,2.3834994
SPEQT.ST,6.163768,6.0368342,6.1228237,6.262731,6.4172287,6.4804606,6.4948163
SRNKE-B.ST,2.246944,2.3455663,2.3617532,2.4080958,2.4912593,2.4335692,2.3691688
SSM.ST,1.6747929,1.1921319,1.4078254,1.5679463,1.855724,1.9917399,2.082008
STIL.ST,0.71972096,1.0271742,0.9489473,1.0316365,1.0135992,0.9638922,0.8766671
SUS.ST,-2.23875,-2.0057359,-2.043464,-2.0078123,-1.9837934,-2.066673,-2.1574495
SVED-B.ST,27.81144,26.106949,26.705076,27.309494,28.009401,28.72252,29.197382
SWEC-B.ST,0.9129192,1.1912217,1.1370925,1.1643468,1.1754559,1.0733871,0.9669827
SWED-A.ST,1.3457204,1.5105883,1.493849,1.5556949,1.6045682,1.5524107,1.4814305
SYSR.ST,-0.72814935,-0.45785382,-0.51317275,-0.46880966,-0.46158546,-0.54340345,-0.6394078
TAGM-B.ST,4.504293,4.0305505,4.210677,4.503966,4.7517123,5.014526,5.1560316
TIGO-SDB.ST,-1.3372768,-1.007677,-1.1197741,-0.9616704,-1.0164678,-0.99605584,-1.0576947
TRIAN-B.ST,0.3504775,0.67471594,0.6005829,0.6316185,0.62137085,0.5169955,0.40388107
VITR.ST,-0.8442661,-0.5693444,-0.6317978,-0.5671667,-0.5683368,-0.63068455,-0.71901804
VOLO-PREF.ST,-0.6952498,-0.42622966,-0.4696396,-0.47659415,-0.45335045,-0.5870416,-0.7054993
VOLV-B.ST,0.6816723,0.8608249,0.8661763,0.82462335,0.89920527,0.74473417,0.62968874
ACCON.ST,0.7779625,0.9398478,0.9037291,1.0444573,1.0692079,1.0959908,1.0588803
AGES-B.ST,3.8755324,3.6231909,3.6604156,4.1410923,4.235408,4.648226,4.822794
AKEL-D.ST,-9.690505,-9.391359,-9.475266,-9.411198,-9.439338,-9.499073,-9.588214
ALFA.ST,0.45562628,0.70035714,0.6631884,0.67619705,0.7053,0.5942806,0.4884887
ALIV-SDB.ST,2.4526286,2.5181472,2.507661,2.702889,2.7536263,2.8460748,2.8482575
AMBEA.ST,-0.32586947,-0.2239123,-0.1897176,-0.21962228,-0.11710088,-0.24733272,-0.34151593
AOI.ST,14.6233,13.515515,13.755106,14.728076,15.037557,16.041136,16.560396
AQ.ST,1.3527378,1.5696179,1.5396719,1.5756228,1.6109122,1.5266527,1.4359705
ASPIRE.ST,5.0090704,4.7861414,4.901504,5.08225,5.2636185,5.3829827,5.434257
ATCO-B.ST,0.95230484,1.2459122,1.184406,1.2145352,1.2181933,1.1164204,1.0079694
ATORX.ST,3.4645002,3.1482084,3.1922722,3.738767,3.838685,4.3243294,4.537038
ATT.ST,0.7302394,0.82575476,0.8185742,0.95227313,1.007218,1.0367227,1.0093927
AWRD.ST,0.71310943,0.66004485,0.79854393,0.6231818,0.83883256,0.58846194,0.4645757
AZN.ST,-2.9370885,-2.7556446,-2.7504025,-2.8078468,-2.7344878,-2.9024599,-3.0228565
BELE.ST,1.5034522,1.6437403,1.6500726,1.6716787,1.7444612,1.6578805,1.5765376
BHG.ST,-1.2965991,-1.2134964,-1.1478039,-1.2683303,-1.1306016,-1.345962,-1.4728597
BIOA-B.ST,3.3057125,3.3685515,3.3914464,3.4713862,3.5607672,3.5404363,3.4961014
BIOT.ST,0.4042303,0.739772,0.6508552,0.7231773,0.69550484,0.6305238,0.5326697
BOOZT.ST,2.7287385,2.897648,2.8798892,2.9466426,2.9943569,2.9459605,2.8761106
BRIG.ST,1.8088156,1.5579138,1.7252496,1.7497079,1.9878796,1.961553,1.9569075
BUSER.ST,-7.8481193,-8.162496,-7.8778925,-8.224647,-7.856595,-8.230179,-8.369475
CAT-A.ST,-4.1680884,-4.25851,-4.107087,-4.2814155,-4.056618,-4.295425,-4.4078236
CATE.ST,1.9054977,2.0636501,2.0774198,2.0430887,2.126248,1.9815013,1.8733174
CLA-B.ST,6.5459623,3.8683841,4.656757,5.8193345,6.721907,8.140445,9.017946
CLNK-B.ST,-1.7538562,-1.5527083,-1.5579512,-1.5957736,-1.5346879,-1.6858004,-1.8012259
COLL.ST,5.5282655,4.572719,4.855629,5.4965034,5.840422,6.5100904,6.8828483
DORO.ST,-0.26594105,-0.12947306,-0.14875802,-0.029654937,0.011740722,0.022898711,-0.016649358
DRIL.ST,-1.0614889,-0.84317636,-0.8707985,-0.85241294,-0.81556207,-0.91521525,-1.0119169
DURC-B.ST,-3.0502481,-4.264666,-3.7899299,-3.5035925,-2.9528708,-2.5841327,-2.3019254
DUST.ST,-0.47912714,-0.3187456,-0.31955817,-0.31081444,-0.24556312,-0.3467433,-0.4366184
ENG.ST,1.3490211,1.7316512,1.615203,1.717705,1.6616412,1.6180099,1.5223414
ENQ.ST,43.50962,35.235966,37.2794,41.544228,43.905235,49.105774,52.138115
ENZY.ST,-1.4242351,-1.7935671,-1.7004653,-1.2950487,-1.1402999,-0.7795098,-0.6125793
EOLU-B.ST,-0.7501493,-0.6940459,-0.6185186,-0.73191303,-0.58413017,-0.7888209,-0.90778583
ETX.ST,1.4835582,1.4709024,1.4458678,1.7932851,1.8257141,2.0761006,2.1528454
FERRO.ST,-2.306819,-2.454163,-2.2614224,-2.4986186,-2.2274153,-2.5212276,-2.6497025
FIL.ST,2.2551322,2.4677355,2.4171858,2.5424798,2.552973,2.556816,2.503626
FOOT-B.ST,-1.3677198,-1.1254867,-1.1863575,-1.0893515,-1.0882896,-1.1157975,-1.1863763
FPAR-A.ST,0.24264956,0.50600183,0.4635195,0.4728618,0.49537948,0.37936813,0.2697217
GAPW-B.ST,2.4702444,2.4113507,2.515414,2.4814975,2.6574275,2.5449457,2.4788206
GETI-B.ST,-6.4287558,-6.129436,-6.201399,-6.159107,-6.1717086,-6.2558866,-6.355705
GHP.ST,0.7849095,1.0617646,1.0074824,1.0370694,1.0478699,0.9483674,0.84323627
GUNN.ST,1.362769,0.44202742,0.7387243,1.256014,1.6170102,2.163473,2.480761
HM-B.ST,4.26882,3.992927,4.17415,4.178581,4.43603,4.3891068,4.377065
HNSA.ST,-1.099019,-1.4817113,-1.3220148,-1.1035678,-0.87719595,-0.6972191,-0.6008279
HPOL-B.ST,0.5358279,0.47503912,0.55750364,0.58764946,0.7407297,0.6901306,0.64888155
HUM.ST,2.818859,2.915576,2.9454978,2.9493177,3.0478828,2.949061,2.8680134
HUSQ-B.ST,-2.6982443,-3.0619895,-2.9466825,-2.60197,-2.4259446,-2.1246915,-1.9805034
IMMNOV.ST,2.0018592,2.2737958,2.1936946,2.3380916,2.3171644,2.3314137,2.274879
INDU-A.ST,-0.12208698,0.103785925,0.08508268,0.059769455,0.10834736,-0.036280133,-0.153102
IVACC.ST,0.12570772,0.13087867,0.24146093,0.07436437,0.26154417,0.010247452,-0.122073345
JM.ST,-1.0278437,-0.8229765,-0.8350399,-0.85465014,-0.80014026,-0.93525875,-1.045076
KAPIAB.ST,0.46379176,0.7481515,0.6947149,0.7064311,0.71904284,0.60078347,0.48667195
KINV-B.ST,0.21735393,0.4858696,0.41493303,0.51835775,0.50873405,0.48332185,0.41037688
LIFCO-B.ST,-1.1326094,-0.860851,-0.91682124,-0.87540597,-0.8685815,-0.95359373,-1.0512283
LIME.ST,0.08745996,0.33488926,0.3103571,0.27683002,0.31933948,0.16381015,0.039838318
LUND-B.ST,-2.7219527,-2.4268064,-2.4873724,-2.470318,-2.4680543,-2.5792518,-2.6906264
MINEST.ST,5.360881,5.296991,5.43437,5.293943,5.50971,5.291598,5.1816015
MIPS.ST,-0.5976251,-0.41737625,-0.40725067,-0.46610135,-0.38786936,-0.5572587,-0.6777599
MNTC.ST,-0.47199583,-0.51527387,-0.4032382,-0.5039627,-0.31803238,-0.49686873,-0.59255403
MSAB-B.ST,-0.433726,-0.67181873,-0.5652779,-0.35628948,-0.18617679,-0.034882706,0.031722378
MSON-A.ST,1.6709497,1.4531746,1.4847269,1.9279426,2.0165765,2.3893478,2.543174
MTG-A.ST,2.80677,2.7256682,2.8411171,2.8015573,2.989385,2.8746753,2.8106349
MTRS.ST,-0.0047850665,0.060801864,0.087492146,0.14523806,0.23632905,0.19764592,0.14664969
NETI-B.ST,94.672775,71.28633,77.30429,87.89589,94.80437,108.273,116.352776
NLAB.ST,0.19559337,0.062064614,0.15115748,0.27204248,0.42697293,0.47719076,0.48831248
NOKIA-SEK.ST,0.85420954,1.0702151,1.0015367,1.1812617,1.1710463,1.228119,1.1965235
NWG.ST,0.1920887,0.5659149,0.45978537,0.53340745,0.4885111,0.4186841,0.31344515
